	rank	name	address	link	loc_name	visitor_num	reviews	scores	dates	visit_num
0	1	스시아라타	서울특별시 영등포구 국제금융로8길 16	https://m.place.naver.com/restaurant/1796596446/home?entry=plt	스시아라타	9	{0: '친절하시고 맛있어요! 다만, 저한텐 양이 좀 많았어요.', 1: '섬세함이 가득했던 스시', 2: '숙성 스시 다 좋았음', 3: '디너 방문했습니다. 가격대가 있어 다소 부담스러우시나여?? 방문해 보사면 값어치 하는구나 싶으실 겁니다. 여느 호텔 못지 않은 퀄리티 자랑하구요. 쉐프님께서 많이 고민하셨구나 느껴집니다. 전 정말 너무 배불러서 힘들 지경이엇어요 (밥양을 줄였음에도) 좋은 시간이었습니다!', 4: '아....넘 맛나요~ 다음에 또 가려고요!!!', 5: '생맥도 잘 뽑고 쉐프님도 잘생기시고 접객이 좋습니다! 요즘 최애 ❤️한번 갈때 2~3잔은 기본 확실히 평일 런치 1부할때보다 토요일 점 심에 가니 더 세세하게 서비스에 신경 써주시고 츠마미와 네타구성이 훨씬 다양하네요! 5월 가격인상으로 더 좋은 퀄리티 기대하겠습니 다!! 항상 갈때 마다 잘 먹고 있어요! 적게 일하고 많이 버십시오:)', 6: '맛있게 잘 먹었습니다. 감사합니다.', 7: '역시는 역시👍 여의도로 이전하고 요리도 많아지고 보는 재미, 먹는 즐거움이 더 늘었네요. 나올 때는 행복감과 함께하니 언제나 좋아요.', 8: '예약은 어렵지만, 방문한다면 절대 후회하지 않을 곳.'}	{0: 5.0, 1: 4.5, 2: 5.0, 3: 5.0, 4: 5.0, 5: 5.0, 6: 5.0, 7: 5.0, 8: 5.0}	{0: '2020.08.06', 1: '2020.07.30', 2: '2020.07.02', 3: '2020.05.13', 4: '2020.05.13', 5: '2020.04.25', 6: '2020.04.17', 7: '2020.03.21', 8: '2019.03.01'}	{0: '1번째 방문영수증', 1: '1번째 방문영수증', 2: '1번째 방문영수증', 3: '1번째 방문영수증', 4: '1번째 방문영수증', 5: '1번째 방문영수증', 6: '1번째 방문영수증', 7: '1번째 방문영수증', 8: '1번째 방문영수증'}
